C02818V03389,Agricultural Product,TLIST(M1),Month,STATISTIC,Statistic Label,UNIT,VALUE
1,Agricultural output price index,200909,2009M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,99.276
1,Agricultural output price index,200910,2009M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.183
1,Agricultural output price index,200910,2009M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,100.29
1,Agricultural output price index,200911,2009M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.57
1,Agricultural output price index,200911,2009M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,101.252
1,Agricultural output price index,200912,2009M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.912
1,Agricultural output price index,200912,2009M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,101.27
1,Agricultural output price index,201001,2010M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,106.646
1,Agricultural output price index,201001,2010M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,104.112
1,Agricultural output price index,201002,2010M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,105.788
1,Agricultural output price index,201002,2010M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,103.896
1,Agricultural output price index,201003,2010M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,106.615
1,Agricultural output price index,201003,2010M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,106.09
1,Agricultural output price index,201004,2010M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,108.044
1,Agricultural output price index,201004,2010M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.214
1,Agricultural output price index,201005,2010M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.169
1,Agricultural output price index,201005,2010M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,110.683
1,Agricultural output price index,201006,2010M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,113.054
1,Agricultural output price index,201006,2010M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,112.475
1,Agricultural output price index,201007,2010M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.704
1,Agricultural output price index,201007,2010M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,112.538
1,Agricultural output price index,201008,2010M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,113.268
1,Agricultural output price index,201008,2010M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,115.737
1,Agricultural output price index,201009,2010M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.821
1,Agricultural output price index,201009,2010M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,114.546
1,Agricultural output price index,201010,2010M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.736
1,Agricultural output price index,201010,2010M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,114.335
1,Agricultural output price index,201011,2010M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,113.969
1,Agricultural output price index,201011,2010M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,114.792
1,Agricultural output price index,201012,2010M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,117.77
1,Agricultural output price index,201012,2010M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,116.954
1,Agricultural output price index,201101,2011M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,122.589
1,Agricultural output price index,201101,2011M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,119.389
1,Agricultural output price index,201102,2011M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,123.402
1,Agricultural output price index,201102,2011M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,121.215
1,Agricultural output price index,201103,2011M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,123.011
1,Agricultural output price index,201103,2011M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,123.002
1,Agricultural output price index,201104,2011M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,125.318
1,Agricultural output price index,201104,2011M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,124.779
1,Agricultural output price index,201105,2011M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,128.717
1,Agricultural output price index,201105,2011M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,126.902
1,Agricultural output price index,201106,2011M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,127.666
1,Agricultural output price index,201106,2011M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,127.085
1,Agricultural output price index,201107,2011M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,126.57
1,Agricultural output price index,201107,2011M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,128.648
1,Agricultural output price index,201108,2011M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,127.091
1,Agricultural output price index,201108,2011M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,129.877
1,Agricultural output price index,201109,2011M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,127.866
1,Agricultural output price index,201109,2011M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,130.013
1,Agricultural output price index,201110,2011M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,129.237
1,Agricultural output price index,201110,2011M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,131.344
1,Agricultural output price index,201111,2011M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,135.404
1,Agricultural output price index,201111,2011M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,136.427
1,Agricultural output price index,201112,2011M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,136.523
1,Agricultural output price index,201112,2011M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,135.48
1,Agricultural output price index,201201,2012M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,139.415
1,Agricultural output price index,201201,2012M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,135.249
1,Agricultural output price index,201202,2012M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,137.353
1,Agricultural output price index,201202,2012M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,134.684
1,Agricultural output price index,201203,2012M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,136.671
1,Agricultural output price index,201203,2012M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,136.217
1,Agricultural output price index,201204,2012M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,133.781
1,Agricultural output price index,201204,2012M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,133.004
1,Agricultural output price index,201205,2012M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,131.249
1,Agricultural output price index,201205,2012M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,129.25
1,Agricultural output price index,201206,2012M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,132.424
1,Agricultural output price index,201206,2012M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,131.717
1,Agricultural output price index,201207,2012M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,132.325
1,Agricultural output price index,201207,2012M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,134.33
1,Agricultural output price index,201208,2012M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,132.842
1,Agricultural output price index,201208,2012M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,135.487
1,Agricultural output price index,201209,2012M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,135.373
1,Agricultural output price index,201209,2012M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,137.468
1,Agricultural output price index,201210,2012M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,137.24
1,Agricultural output price index,201210,2012M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,139.099
1,Agricultural output price index,201211,2012M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,139.806
1,Agricultural output price index,201211,2012M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,139.993
1,Agricultural output price index,201212,2012M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,141.35
1,Agricultural output price index,201212,2012M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201301,2013M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,145.206
1,Agricultural output price index,201301,2013M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201302,2013M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,144.362
1,Agricultural output price index,201302,2013M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201303,2013M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,147.578
1,Agricultural output price index,201303,2013M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201304,2013M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,149.197
1,Agricultural output price index,201304,2013M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201305,2013M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,152.148
1,Agricultural output price index,201305,2013M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201306,2013M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,153.115
1,Agricultural output price index,201306,2013M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201307,2013M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,146.514
1,Agricultural output price index,201307,2013M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201308,2013M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,142.399
1,Agricultural output price index,201308,2013M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201309,2013M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,142.567
1,Agricultural output price index,201309,2013M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201310,2013M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,143.351
1,Agricultural output price index,201310,2013M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1,Agricultural output price index,201311,2013M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,142.67
1,Agricultural output price index,201311,2013M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
11,Crop output,200001,2000M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,85.419
