Year,Agricultural Product,VALUE
2006,Feeding stuffs,101.526
2006,Feeding stuffs,101.853
2006,Feeding stuffs,101.987
2006,Feeding stuffs,102.074
2006,Feeding stuffs,102.09
2006,Feeding stuffs,102.115
2006,Feeding stuffs,102.354
2006,Feeding stuffs,104.847
2006,Feeding stuffs,105.99
2006,Feeding stuffs,106.601
2007,Feeding stuffs,109.23
2007,Feeding stuffs,110.137
2007,Feeding stuffs,110.985
2007,Feeding stuffs,111.416
2007,Feeding stuffs,111.998
2007,Feeding stuffs,112.545
2007,Feeding stuffs,115.421
2007,Feeding stuffs,119.33
2007,Feeding stuffs,123.829
2007,Feeding stuffs,127.082
2007,Feeding stuffs,128.337
2007,Feeding stuffs,130.227
2008,Feeding stuffs,132.745
2008,Feeding stuffs,134.045
2008,Feeding stuffs,134.985
2008,Feeding stuffs,135.634
2008,Feeding stuffs,136.458
2008,Feeding stuffs,136.761
2008,Feeding stuffs,136.43
2008,Feeding stuffs,136.441
2008,Feeding stuffs,133.471
2008,Feeding stuffs,131.123
2008,Feeding stuffs,129.397
2008,Feeding stuffs,128.884
2009,Feeding stuffs,125.386
2009,Feeding stuffs,124.413
2009,Feeding stuffs,122.953
2009,Feeding stuffs,122.194
2009,Feeding stuffs,121.503
2009,Feeding stuffs,120.88
2009,Feeding stuffs,120.654
2009,Feeding stuffs,119.499
2009,Feeding stuffs,115.256
2009,Feeding stuffs,112.884
2009,Feeding stuffs,112.36
2009,Feeding stuffs,112.305
2010,Feeding stuffs,111.123
2010,Feeding stuffs,111.842
2010,Feeding stuffs,111.774
2010,Feeding stuffs,112.332
2010,Feeding stuffs,111.747
2010,Feeding stuffs,112.398
2010,Feeding stuffs,113.809
2010,Feeding stuffs,117.378
2010,Feeding stuffs,123.01
2010,Feeding stuffs,125.046
2010,Feeding stuffs,125.982
2010,Feeding stuffs,125.899
2011,Feeding stuffs,130.98
2011,Feeding stuffs,133.498
2011,Feeding stuffs,134.813
2011,Feeding stuffs,135.459
2011,Feeding stuffs,136.524
2011,Feeding stuffs,137.167
2011,Feeding stuffs,137.411
2011,Feeding stuffs,137.052
2011,Feeding stuffs,135.373
2011,Feeding stuffs,134.406
2011,Feeding stuffs,133.867
2011,Feeding stuffs,133.893
2003,Straight feeding stuffs,91.791
2003,Straight feeding stuffs,91.865
2003,Straight feeding stuffs,92.585
2003,Straight feeding stuffs,92.586
2003,Straight feeding stuffs,92.586
2003,Straight feeding stuffs,92.739
2003,Straight feeding stuffs,92.662
2003,Straight feeding stuffs,92.592
2003,Straight feeding stuffs,92.758
2003,Straight feeding stuffs,94.11
2003,Straight feeding stuffs,97.101
2003,Straight feeding stuffs,97.208
2004,Straight feeding stuffs,98.656
2004,Straight feeding stuffs,99.016
2004,Straight feeding stuffs,100.495
2004,Straight feeding stuffs,100.994
2004,Straight feeding stuffs,101.13
2004,Straight feeding stuffs,101.064
2004,Straight feeding stuffs,100.945
2004,Straight feeding stuffs,102.002
2004,Straight feeding stuffs,100.977
2004,Straight feeding stuffs,99.559
2004,Straight feeding stuffs,98.766
2004,Straight feeding stuffs,98.231
2005,Straight feeding stuffs,97.978
2005,Straight feeding stuffs,98.059
2005,Straight feeding stuffs,97.889
2005,Straight feeding stuffs,97.964
2005,Straight feeding stuffs,100.801
2005,Straight feeding stuffs,100.527
2005,Straight feeding stuffs,100.421
2005,Straight feeding stuffs,100.859
2005,Straight feeding stuffs,100.892
2005,Straight feeding stuffs,101.275
2005,Straight feeding stuffs,101.463
2005,Straight feeding stuffs,101.872
2006,Straight feeding stuffs,102.494
2006,Straight feeding stuffs,102.82
2006,Straight feeding stuffs,106.92
2006,Straight feeding stuffs,106.951
2006,Straight feeding stuffs,107.247
2006,Straight feeding stuffs,107.09
2006,Straight feeding stuffs,107.046
2006,Straight feeding stuffs,106.947
2006,Straight feeding stuffs,107.259
2006,Straight feeding stuffs,110.832
2006,Straight feeding stuffs,111.787
2006,Straight feeding stuffs,113.077
2007,Straight feeding stuffs,117.283
2007,Straight feeding stuffs,118.659
2007,Straight feeding stuffs,119.175
2007,Straight feeding stuffs,119.935
2007,Straight feeding stuffs,120.223
2007,Straight feeding stuffs,120.956
2007,Straight feeding stuffs,125.473
2007,Straight feeding stuffs,130.615
2007,Straight feeding stuffs,138.345
2007,Straight feeding stuffs,141.555
2007,Straight feeding stuffs,143.607
2007,Straight feeding stuffs,145.403
2008,Straight feeding stuffs,148.303
2008,Straight feeding stuffs,148.678
2008,Straight feeding stuffs,148.662
2008,Straight feeding stuffs,148.957
2008,Straight feeding stuffs,149.744
2008,Straight feeding stuffs,150.231
2008,Straight feeding stuffs,148.608
2008,Straight feeding stuffs,148.42
2008,Straight feeding stuffs,141.451
2008,Straight feeding stuffs,138.363
2008,Straight feeding stuffs,132.653
2008,Straight feeding stuffs,130.531
2009,Straight feeding stuffs,126.937
2009,Straight feeding stuffs,127.646
2009,Straight feeding stuffs,124.792
2009,Straight feeding stuffs,124.852
2009,Straight feeding stuffs,124.962
2009,Straight feeding stuffs,125.536
2009,Straight feeding stuffs,125.622
2009,Straight feeding stuffs,122.03
2009,Straight feeding stuffs,114.884
2009,Straight feeding stuffs,113.675
2009,Straight feeding stuffs,113.264
2009,Straight feeding stuffs,113.462
2010,Straight feeding stuffs,115.304
2010,Straight feeding stuffs,115.299
2010,Straight feeding stuffs,114.848
2010,Straight feeding stuffs,115.553
2010,Straight feeding stuffs,116.03
2010,Straight feeding stuffs,116.007
2010,Straight feeding stuffs,118.255
2010,Straight feeding stuffs,125.025
2010,Straight feeding stuffs,131.1
2010,Straight feeding stuffs,131.028
2010,Straight feeding stuffs,131.728
2010,Straight feeding stuffs,133.439
2011,Straight feeding stuffs,139.235
2011,Straight feeding stuffs,142.025
2011,Straight feeding stuffs,144.773
2011,Straight feeding stuffs,145.239
2011,Straight feeding stuffs,146.375
2011,Straight feeding stuffs,145.711
2011,Straight feeding stuffs,146.191
2011,Straight feeding stuffs,144.925
2011,Straight feeding stuffs,140.168
2011,Straight feeding stuffs,139.656
2011,Straight feeding stuffs,138.522
2011,Straight feeding stuffs,138.354
2003,Compound feeding stuffs,97.279
2003,Compound feeding stuffs,97.658
2003,Compound feeding stuffs,97.358
2003,Compound feeding stuffs,97.521
2003,Compound feeding stuffs,97.658
2003,Compound feeding stuffs,97.607
2003,Compound feeding stuffs,97.607
2003,Compound feeding stuffs,97.645
2003,Compound feeding stuffs,97.959
2003,Compound feeding stuffs,99.77
2003,Compound feeding stuffs,100.427
2003,Compound feeding stuffs,100.56
2004,Compound feeding stuffs,101.401
2004,Compound feeding stuffs,101.966
2004,Compound feeding stuffs,101.944
2004,Compound feeding stuffs,101.948
2004,Compound feeding stuffs,102.714
2004,Compound feeding stuffs,103.436
2004,Compound feeding stuffs,103.265
2004,Compound feeding stuffs,102.707
2004,Compound feeding stuffs,101.656
2004,Compound feeding stuffs,100.998
2004,Compound feeding stuffs,100.144
2004,Compound feeding stuffs,99.918
2005,Compound feeding stuffs,100.344
2005,Compound feeding stuffs,100.212
2005,Compound feeding stuffs,100.23
2005,Compound feeding stuffs,100.104
2005,Compound feeding stuffs,100.178
2005,Compound feeding stuffs,100.142
2005,Compound feeding stuffs,99.726
2005,Compound feeding stuffs,99.761
2005,Compound feeding stuffs,99.782
2005,Compound feeding stuffs,99.729
2005,Compound feeding stuffs,99.819
2005,Compound feeding stuffs,99.974
2006,Compound feeding stuffs,100.424
2006,Compound feeding stuffs,100.506
2006,Compound feeding stuffs,100.689
2006,Compound feeding stuffs,101.061
2006,Compound feeding stuffs,101.17
2006,Compound feeding stuffs,101.295
2006,Compound feeding stuffs,101.32
2006,Compound feeding stuffs,101.365
2006,Compound feeding stuffs,101.593
2006,Compound feeding stuffs,103.918
2006,Compound feeding stuffs,105.09
2006,Compound feeding stuffs,105.595
2007,Compound feeding stuffs,107.98
2007,Compound feeding stuffs,108.813
2007,Compound feeding stuffs,109.714
2007,Compound feeding stuffs,110.093
2007,Compound feeding stuffs,110.721
2007,Compound feeding stuffs,111.239
2007,Compound feeding stuffs,113.861
2007,Compound feeding stuffs,117.578
2007,Compound feeding stuffs,121.576
2007,Compound feeding stuffs,124.835
2007,Compound feeding stuffs,125.966
2007,Compound feeding stuffs,127.87
2008,Compound feeding stuffs,130.33
2008,Compound feeding stuffs,131.773
2008,Compound feeding stuffs,132.861
2008,Compound feeding stuffs,133.565
2008,Compound feeding stuffs,134.395
2008,Compound feeding stuffs,134.669
2008,Compound feeding stuffs,134.539
2008,Compound feeding stuffs,134.581
2008,Compound feeding stuffs,132.232
2008,Compound feeding stuffs,129.999
2008,Compound feeding stuffs,128.891
2008,Compound feeding stuffs,128.628
2009,Compound feeding stuffs,125.145
2009,Compound feeding stuffs,123.911
2009,Compound feeding stuffs,122.667
2009,Compound feeding stuffs,121.781
2009,Compound feeding stuffs,120.966
2009,Compound feeding stuffs,120.157
2009,Compound feeding stuffs,119.883
2009,Compound feeding stuffs,119.106
2009,Compound feeding stuffs,115.313
2009,Compound feeding stuffs,112.761
2009,Compound feeding stuffs,112.22
2009,Compound feeding stuffs,112.125
2010,Compound feeding stuffs,110.474
2010,Compound feeding stuffs,111.306
2010,Compound feeding stuffs,111.296
2010,Compound feeding stuffs,111.832
2010,Compound feeding stuffs,111.082
2010,Compound feeding stuffs,111.838
2010,Compound feeding stuffs,113.119
2010,Compound feeding stuffs,116.191
2010,Compound feeding stuffs,121.754
2010,Compound feeding stuffs,124.118
2010,Compound feeding stuffs,125.09
2010,Compound feeding stuffs,124.728
2011,Compound feeding stuffs,129.698
2011,Compound feeding stuffs,132.174
2011,Compound feeding stuffs,133.266
2011,Compound feeding stuffs,133.941
2011,Compound feeding stuffs,134.995
2011,Compound feeding stuffs,135.841
2011,Compound feeding stuffs,136.048
2011,Compound feeding stuffs,135.829
2011,Compound feeding stuffs,134.629
2011,Compound feeding stuffs,133.591
2011,Compound feeding stuffs,133.144
2011,Compound feeding stuffs,133.2
2003,Compound feeding stuffs for calves,99.196
2003,Compound feeding stuffs for calves,99.772
2003,Compound feeding stuffs for calves,99.82
2003,Compound feeding stuffs for calves,99.82
2003,Compound feeding stuffs for calves,99.82
2003,Compound feeding stuffs for calves,99.963
2003,Compound feeding stuffs for calves,99.963
2003,Compound feeding stuffs for calves,99.868
2003,Compound feeding stuffs for calves,99.987
2003,Compound feeding stuffs for calves,101.757
2003,Compound feeding stuffs for calves,102.498
2003,Compound feeding stuffs for calves,102.618
2004,Compound feeding stuffs for calves,104.292
2004,Compound feeding stuffs for calves,104.675
2004,Compound feeding stuffs for calves,104.675
2004,Compound feeding stuffs for calves,105.177
2004,Compound feeding stuffs for calves,105.655
2004,Compound feeding stuffs for calves,105.703
2004,Compound feeding stuffs for calves,105.368
2004,Compound feeding stuffs for calves,103.933
2004,Compound feeding stuffs for calves,102.02
2004,Compound feeding stuffs for calves,100.519
2004,Compound feeding stuffs for calves,99.91
2004,Compound feeding stuffs for calves,99.676
2005,Compound feeding stuffs for calves,99.916
2005,Compound feeding stuffs for calves,99.839
2005,Compound feeding stuffs for calves,99.73
2005,Compound feeding stuffs for calves,100.025
2005,Compound feeding stuffs for calves,100.025
2005,Compound feeding stuffs for calves,99.92
2005,Compound feeding stuffs for calves,99.92
2005,Compound feeding stuffs for calves,99.92
2005,Compound feeding stuffs for calves,99.997
2005,Compound feeding stuffs for calves,100.102
2005,Compound feeding stuffs for calves,100.288
2005,Compound feeding stuffs for calves,100.319
2006,Compound feeding stuffs for calves,100.707
2006,Compound feeding stuffs for calves,100.815
2006,Compound feeding stuffs for calves,100.893
2006,Compound feeding stuffs for calves,101.138
2006,Compound feeding stuffs for calves,101.138
2006,Compound feeding stuffs for calves,100.842
2006,Compound feeding stuffs for calves,100.89
2006,Compound feeding stuffs for calves,100.89
2006,Compound feeding stuffs for calves,101.229
2006,Compound feeding stuffs for calves,102.854
2006,Compound feeding stuffs for calves,103.531
2006,Compound feeding stuffs for calves,104.174
2007,Compound feeding stuffs for calves,106.885
2007,Compound feeding stuffs for calves,109.078
2007,Compound feeding stuffs for calves,109.821
2007,Compound feeding stuffs for calves,110.855
2007,Compound feeding stuffs for calves,110.869
2007,Compound feeding stuffs for calves,111.372
2007,Compound feeding stuffs for calves,114.542
2007,Compound feeding stuffs for calves,117.166
2007,Compound feeding stuffs for calves,121.802
2007,Compound feeding stuffs for calves,124.394
2007,Compound feeding stuffs for calves,124.394
2007,Compound feeding stuffs for calves,126.837
2008,Compound feeding stuffs for calves,130.394
2008,Compound feeding stuffs for calves,131.29
2008,Compound feeding stuffs for calves,131.893
2008,Compound feeding stuffs for calves,132.948
2008,Compound feeding stuffs for calves,133.735
2008,Compound feeding stuffs for calves,134.17
2008,Compound feeding stuffs for calves,133.904
2008,Compound feeding stuffs for calves,133.904
2008,Compound feeding stuffs for calves,131.199
2008,Compound feeding stuffs for calves,129.348
2008,Compound feeding stuffs for calves,128.173
2008,Compound feeding stuffs for calves,127.561
2009,Compound feeding stuffs for calves,124.158
2009,Compound feeding stuffs for calves,123.957
2009,Compound feeding stuffs for calves,122.451
2009,Compound feeding stuffs for calves,121.714
2009,Compound feeding stuffs for calves,121.379
2009,Compound feeding stuffs for calves,119.722
2009,Compound feeding stuffs for calves,119.32
2009,Compound feeding stuffs for calves,118.315
2009,Compound feeding stuffs for calves,113.142
2009,Compound feeding stuffs for calves,111.234
2009,Compound feeding stuffs for calves,110.832
2009,Compound feeding stuffs for calves,110.832
2010,Compound feeding stuffs for calves,110.741
2010,Compound feeding stuffs for calves,111.003
2010,Compound feeding stuffs for calves,111.195
2010,Compound feeding stuffs for calves,112.071
2010,Compound feeding stuffs for calves,111.508
2010,Compound feeding stuffs for calves,112.991
2010,Compound feeding stuffs for calves,113.678
2010,Compound feeding stuffs for calves,116.574
2010,Compound feeding stuffs for calves,122.551
2010,Compound feeding stuffs for calves,124.661
2010,Compound feeding stuffs for calves,123.79
2010,Compound feeding stuffs for calves,123.79
2011,Compound feeding stuffs for calves,128.816
2011,Compound feeding stuffs for calves,130.423
2011,Compound feeding stuffs for calves,131.578
2011,Compound feeding stuffs for calves,132.047
2011,Compound feeding stuffs for calves,133.487
2011,Compound feeding stuffs for calves,134.609
2011,Compound feeding stuffs for calves,135.995
2011,Compound feeding stuffs for calves,135.995
2011,Compound feeding stuffs for calves,135.576
2011,Compound feeding stuffs for calves,134.99
2011,Compound feeding stuffs for calves,134.672
2011,Compound feeding stuffs for calves,134.471
2003,Compound feeding stuffs for cattle excluding calves,97.738
2003,Compound feeding stuffs for cattle excluding calves,98.175
2003,Compound feeding stuffs for cattle excluding calves,98.231
2003,Compound feeding stuffs for cattle excluding calves,98.332
2003,Compound feeding stuffs for cattle excluding calves,98.332
2003,Compound feeding stuffs for cattle excluding calves,98.375
2003,Compound feeding stuffs for cattle excluding calves,98.375
2003,Compound feeding stuffs for cattle excluding calves,98.453
2003,Compound feeding stuffs for cattle excluding calves,98.552
2003,Compound feeding stuffs for cattle excluding calves,100.4
2003,Compound feeding stuffs for cattle excluding calves,101.369
2003,Compound feeding stuffs for cattle excluding calves,101.369
2004,Compound feeding stuffs for cattle excluding calves,102.574
2004,Compound feeding stuffs for cattle excluding calves,103.511
2004,Compound feeding stuffs for cattle excluding calves,103.511
2004,Compound feeding stuffs for cattle excluding calves,103.695
2004,Compound feeding stuffs for cattle excluding calves,104.008
2004,Compound feeding stuffs for cattle excluding calves,104.225
2004,Compound feeding stuffs for cattle excluding calves,103.992
2004,Compound feeding stuffs for cattle excluding calves,103.369
2004,Compound feeding stuffs for cattle excluding calves,101.813
2004,Compound feeding stuffs for cattle excluding calves,101.19
2004,Compound feeding stuffs for cattle excluding calves,99.974
2004,Compound feeding stuffs for cattle excluding calves,99.674
2005,Compound feeding stuffs for cattle excluding calves,100.128
2005,Compound feeding stuffs for cattle excluding calves,100.112
2005,Compound feeding stuffs for cattle excluding calves,100.105
2005,Compound feeding stuffs for cattle excluding calves,99.873
2005,Compound feeding stuffs for cattle excluding calves,100.026
2005,Compound feeding stuffs for cattle excluding calves,99.995
2005,Compound feeding stuffs for cattle excluding calves,99.835
2005,Compound feeding stuffs for cattle excluding calves,99.788
2005,Compound feeding stuffs for cattle excluding calves,99.795
2005,Compound feeding stuffs for cattle excluding calves,99.96
2005,Compound feeding stuffs for cattle excluding calves,100.089
2005,Compound feeding stuffs for cattle excluding calves,100.295
2006,Compound feeding stuffs for cattle excluding calves,100.936
2006,Compound feeding stuffs for cattle excluding calves,101.077
2006,Compound feeding stuffs for cattle excluding calves,101.173
2006,Compound feeding stuffs for cattle excluding calves,101.223
2006,Compound feeding stuffs for cattle excluding calves,101.447
2006,Compound feeding stuffs for cattle excluding calves,101.647
2006,Compound feeding stuffs for cattle excluding calves,101.679
2006,Compound feeding stuffs for cattle excluding calves,101.679
2006,Compound feeding stuffs for cattle excluding calves,101.942
2006,Compound feeding stuffs for cattle excluding calves,103.605
2006,Compound feeding stuffs for cattle excluding calves,104.884
2006,Compound feeding stuffs for cattle excluding calves,105.388
2007,Compound feeding stuffs for cattle excluding calves,108.147
2007,Compound feeding stuffs for cattle excluding calves,109.45
2007,Compound feeding stuffs for cattle excluding calves,110.144
2007,Compound feeding stuffs for cattle excluding calves,110.73
2007,Compound feeding stuffs for cattle excluding calves,111.556
2007,Compound feeding stuffs for cattle excluding calves,112.366
2007,Compound feeding stuffs for cattle excluding calves,115.247
2007,Compound feeding stuffs for cattle excluding calves,119.243
2007,Compound feeding stuffs for cattle excluding calves,123.881
2007,Compound feeding stuffs for cattle excluding calves,126.669
2007,Compound feeding stuffs for cattle excluding calves,128.679
2007,Compound feeding stuffs for cattle excluding calves,131.556
2008,Compound feeding stuffs for cattle excluding calves,133.968
2008,Compound feeding stuffs for cattle excluding calves,135.138
2008,Compound feeding stuffs for cattle excluding calves,135.967
2008,Compound feeding stuffs for cattle excluding calves,137.072
2008,Compound feeding stuffs for cattle excluding calves,137.835
2008,Compound feeding stuffs for cattle excluding calves,138.044
2008,Compound feeding stuffs for cattle excluding calves,137.998
2008,Compound feeding stuffs for cattle excluding calves,138.048
2008,Compound feeding stuffs for cattle excluding calves,135.692
2008,Compound feeding stuffs for cattle excluding calves,133.449
2008,Compound feeding stuffs for cattle excluding calves,132.393
2008,Compound feeding stuffs for cattle excluding calves,131.827
2009,Compound feeding stuffs for cattle excluding calves,128.054
2009,Compound feeding stuffs for cattle excluding calves,126.957
2009,Compound feeding stuffs for cattle excluding calves,125.631
2009,Compound feeding stuffs for cattle excluding calves,123.956
2009,Compound feeding stuffs for cattle excluding calves,122.83
2009,Compound feeding stuffs for cattle excluding calves,121.343
2009,Compound feeding stuffs for cattle excluding calves,121.098
2009,Compound feeding stuffs for cattle excluding calves,120.38
2009,Compound feeding stuffs for cattle excluding calves,116.248
2009,Compound feeding stuffs for cattle excluding calves,112.55
2009,Compound feeding stuffs for cattle excluding calves,111.957
2009,Compound feeding stuffs for cattle excluding calves,111.846
2010,Compound feeding stuffs for cattle excluding calves,109.694
2010,Compound feeding stuffs for cattle excluding calves,110.303
2010,Compound feeding stuffs for cattle excluding calves,109.994
2010,Compound feeding stuffs for cattle excluding calves,110.866
2010,Compound feeding stuffs for cattle excluding calves,110.239
2010,Compound feeding stuffs for cattle excluding calves,111.088
2010,Compound feeding stuffs for cattle excluding calves,112.772
2010,Compound feeding stuffs for cattle excluding calves,117.015
2010,Compound feeding stuffs for cattle excluding calves,122.839
2010,Compound feeding stuffs for cattle excluding calves,125.176
2010,Compound feeding stuffs for cattle excluding calves,126.284
2010,Compound feeding stuffs for cattle excluding calves,125.207
2011,Compound feeding stuffs for cattle excluding calves,131.259
2011,Compound feeding stuffs for cattle excluding calves,133.783
2011,Compound feeding stuffs for cattle excluding calves,134.803
2011,Compound feeding stuffs for cattle excluding calves,134.945
2011,Compound feeding stuffs for cattle excluding calves,135.883
2011,Compound feeding stuffs for cattle excluding calves,136.613
2011,Compound feeding stuffs for cattle excluding calves,136.914
2011,Compound feeding stuffs for cattle excluding calves,136.865
2011,Compound feeding stuffs for cattle excluding calves,135.799
2011,Compound feeding stuffs for cattle excluding calves,134.593
2011,Compound feeding stuffs for cattle excluding calves,134.289
2011,Compound feeding stuffs for cattle excluding calves,133.486
2003,Compound feeding stuffs for pigs,96.831
2003,Compound feeding stuffs for pigs,97.097
2003,Compound feeding stuffs for pigs,95.498
2003,Compound feeding stuffs for pigs,95.693
2003,Compound feeding stuffs for pigs,95.729
2003,Compound feeding stuffs for pigs,95.368
2003,Compound feeding stuffs for pigs,95.368
2003,Compound feeding stuffs for pigs,95.368
2003,Compound feeding stuffs for pigs,96.021
2003,Compound feeding stuffs for pigs,97.518
2003,Compound feeding stuffs for pigs,97.649
2003,Compound feeding stuffs for pigs,97.929
2004,Compound feeding stuffs for pigs,98.802
2004,Compound feeding stuffs for pigs,99.049
2004,Compound feeding stuffs for pigs,99.049
2004,Compound feeding stuffs for pigs,97.641
2004,Compound feeding stuffs for pigs,99.828
2004,Compound feeding stuffs for pigs,102.511
2004,Compound feeding stuffs for pigs,102.4
2004,Compound feeding stuffs for pigs,101.731
2004,Compound feeding stuffs for pigs,101.499
2004,Compound feeding stuffs for pigs,101.07
2004,Compound feeding stuffs for pigs,100.257
2004,Compound feeding stuffs for pigs,100.006
2005,Compound feeding stuffs for pigs,101.448
2005,Compound feeding stuffs for pigs,100.571
2005,Compound feeding stuffs for pigs,101.177
2005,Compound feeding stuffs for pigs,101.045
2005,Compound feeding stuffs for pigs,101.045
2005,Compound feeding stuffs for pigs,101.006
2005,Compound feeding stuffs for pigs,99.201
2005,Compound feeding stuffs for pigs,99.359
2005,Compound feeding stuffs for pigs,99.359
2005,Compound feeding stuffs for pigs,98.552
2005,Compound feeding stuffs for pigs,98.619
2005,Compound feeding stuffs for pigs,98.619
2006,Compound feeding stuffs for pigs,99.524
2006,Compound feeding stuffs for pigs,99.704
2006,Compound feeding stuffs for pigs,99.829
2006,Compound feeding stuffs for pigs,99.954
2006,Compound feeding stuffs for pigs,99.954
2006,Compound feeding stuffs for pigs,99.952
2006,Compound feeding stuffs for pigs,99.952
2006,Compound feeding stuffs for pigs,100.19
2006,Compound feeding stuffs for pigs,100.628
2006,Compound feeding stuffs for pigs,104.646
2006,Compound feeding stuffs for pigs,105.406
2006,Compound feeding stuffs for pigs,105.939
2007,Compound feeding stuffs for pigs,108.229
2007,Compound feeding stuffs for pigs,107.956
2007,Compound feeding stuffs for pigs,109.071
2007,Compound feeding stuffs for pigs,109.309
2007,Compound feeding stuffs for pigs,110.026
2007,Compound feeding stuffs for pigs,110.498
2007,Compound feeding stuffs for pigs,112.848
2007,Compound feeding stuffs for pigs,116.518
2007,Compound feeding stuffs for pigs,119.437
2007,Compound feeding stuffs for pigs,123.271
2007,Compound feeding stuffs for pigs,123.569
2007,Compound feeding stuffs for pigs,124.505
2008,Compound feeding stuffs for pigs,128.119
2008,Compound feeding stuffs for pigs,128.86
2008,Compound feeding stuffs for pigs,130.159
2008,Compound feeding stuffs for pigs,130.033
2008,Compound feeding stuffs for pigs,130.805
2008,Compound feeding stuffs for pigs,131.122
2008,Compound feeding stuffs for pigs,130.61
2008,Compound feeding stuffs for pigs,130.61
2008,Compound feeding stuffs for pigs,129.855
2008,Compound feeding stuffs for pigs,127.35
2008,Compound feeding stuffs for pigs,124.723
2008,Compound feeding stuffs for pigs,124.447
2009,Compound feeding stuffs for pigs,118.804
2009,Compound feeding stuffs for pigs,116.474
2009,Compound feeding stuffs for pigs,114.816
2009,Compound feeding stuffs for pigs,113.98
2009,Compound feeding stuffs for pigs,112.398
2009,Compound feeding stuffs for pigs,112.398
2009,Compound feeding stuffs for pigs,112.398
2009,Compound feeding stuffs for pigs,111.599
2009,Compound feeding stuffs for pigs,109.315
2009,Compound feeding stuffs for pigs,108.272
2009,Compound feeding stuffs for pigs,107.812
2009,Compound feeding stuffs for pigs,107.812
2010,Compound feeding stuffs for pigs,105.234
2010,Compound feeding stuffs for pigs,108.091
2010,Compound feeding stuffs for pigs,109.434
2010,Compound feeding stuffs for pigs,108.37
2010,Compound feeding stuffs for pigs,108.546
2010,Compound feeding stuffs for pigs,108.472
2010,Compound feeding stuffs for pigs,110.266
2010,Compound feeding stuffs for pigs,112.538
2010,Compound feeding stuffs for pigs,117.352
2010,Compound feeding stuffs for pigs,121.684
2010,Compound feeding stuffs for pigs,123.733
2010,Compound feeding stuffs for pigs,124.241
2011,Compound feeding stuffs for pigs,128.562
2011,Compound feeding stuffs for pigs,131.001
2011,Compound feeding stuffs for pigs,131.976
2011,Compound feeding stuffs for pigs,133.122
2011,Compound feeding stuffs for pigs,133.998
2011,Compound feeding stuffs for pigs,136.224
2011,Compound feeding stuffs for pigs,136.224
2011,Compound feeding stuffs for pigs,135.304
2011,Compound feeding stuffs for pigs,132.268
2011,Compound feeding stuffs for pigs,131.112
2011,Compound feeding stuffs for pigs,131.112
2011,Compound feeding stuffs for pigs,133.811
2003,Compound feeding stuffs for poultry,96.185
2003,Compound feeding stuffs for poultry,96.495
2003,Compound feeding stuffs for poultry,96.576
2003,Compound feeding stuffs for poultry,96.891
2003,Compound feeding stuffs for poultry,97.503
2003,Compound feeding stuffs for poultry,97.503
2003,Compound feeding stuffs for poultry,97.503
2003,Compound feeding stuffs for poultry,97.503
2003,Compound feeding stuffs for poultry,98.048
2003,Compound feeding stuffs for poultry,100.104
2003,Compound feeding stuffs for poultry,100.502
2003,Compound feeding stuffs for poultry,100.822
2004,Compound feeding stuffs for poultry,100.538
2004,Compound feeding stuffs for poultry,100.538
2004,Compound feeding stuffs for poultry,100.432
2004,Compound feeding stuffs for poultry,101.347
2004,Compound feeding stuffs for poultry,101.833
2004,Compound feeding stuffs for poultry,101.935
2004,Compound feeding stuffs for poultry,101.889
2004,Compound feeding stuffs for poultry,101.796
2004,Compound feeding stuffs for poultry,101.346
2004,Compound feeding stuffs for poultry,100.543
2004,Compound feeding stuffs for poultry,100.504
2004,Compound feeding stuffs for poultry,100.49
2005,Compound feeding stuffs for poultry,100.03
2005,Compound feeding stuffs for poultry,100.254
2005,Compound feeding stuffs for poultry,99.895
2005,Compound feeding stuffs for poultry,99.873
2005,Compound feeding stuffs for poultry,99.873
2005,Compound feeding stuffs for poultry,99.873
2005,Compound feeding stuffs for poultry,99.873
2005,Compound feeding stuffs for poultry,100.006
2005,Compound feeding stuffs for poultry,100.072
2005,Compound feeding stuffs for poultry,99.968
2005,Compound feeding stuffs for poultry,100.044
2005,Compound feeding stuffs for poultry,100.24
2006,Compound feeding stuffs for poultry,99.855
2006,Compound feeding stuffs for poultry,99.855
2006,Compound feeding stuffs for poultry,99.886
2006,Compound feeding stuffs for poultry,101.378
2006,Compound feeding stuffs for poultry,101.378
2006,Compound feeding stuffs for poultry,101.504
2006,Compound feeding stuffs for poultry,101.542
2006,Compound feeding stuffs for poultry,101.542
2006,Compound feeding stuffs for poultry,101.574
2006,Compound feeding stuffs for poultry,104.268
2006,Compound feeding stuffs for poultry,105.559
2006,Compound feeding stuffs for poultry,106.049
2007,Compound feeding stuffs for poultry,107.601
2007,Compound feeding stuffs for poultry,107.993
2007,Compound feeding stuffs for poultry,109.292
2007,Compound feeding stuffs for poultry,108.989
2007,Compound feeding stuffs for poultry,109.3
2007,Compound feeding stuffs for poultry,109.367
2007,Compound feeding stuffs for poultry,111.553
2007,Compound feeding stuffs for poultry,115.406
2007,Compound feeding stuffs for poultry,117.961
2007,Compound feeding stuffs for poultry,121.944
2007,Compound feeding stuffs for poultry,122.322
2007,Compound feeding stuffs for poultry,123.055
2008,Compound feeding stuffs for poultry,124.23
2008,Compound feeding stuffs for poultry,127.346
2008,Compound feeding stuffs for poultry,129.092
2008,Compound feeding stuffs for poultry,129.348
